FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA
12APR2021:00:00:00,81 a 90,F,Sputnik,Público nacional,3,0,
12APR2021:00:00:00,81 a 90,M,Sinopharm,Privado,14,0,
12APR2021:00:00:00,81 a 90,M,Sinopharm,Público,25,0,
12APR2021:00:00:00,81 a 90,M,Sputnik,Privado,8,0,
12APR2021:00:00:00,81 a 90,M,Sputnik,Público,28,8,
12APR2021:00:00:00,81 a 90,M,Sputnik,Público nacional,3,0,
12APR2021:00:00:00,91 o mas,F,Sinopharm,Público,37,0,
12APR2021:00:00:00,91 o mas,F,Sputnik,Público,24,0,
12APR2021:00:00:00,91 o mas,M,Sinopharm,Público,9,0,
12APR2021:00:00:00,91 o mas,M,Sputnik,Público,3,0,
12APR2021:00:00:00,91 o mas,M,Sputnik,Público nacional,1,0,
15MAR2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,0,
16MAR2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,0,
17MAR2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,0,
04APR2021:00:00:00,91 o mas,F,AstraZeneca,Privado,2,0,
07APR2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,0,
09APR2021:00:00:00,91 o mas,F,AstraZeneca,Público,3,0,
09APR2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,0,
13APR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,5,0,
13APR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,1,0,
26APR2021:00:00:00,91 o mas,M,Sputnik,Público,2,0,
27APR2021:00:00:00,61 a 70,M,AstraZeneca,Público,117,0,
27APR2021:00:00:00,61 a 70,M,Sinopharm,Privado,21,0,
27APR2021:00:00:00,61 a 70,M,Sinopharm,Público,4,0,
27APR2021:00:00:00,61 a 70,M,Sputnik,Público,315,4,
27APR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,0,1,
27APR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,78,0,
27APR2021:00:00:00,71 a 80,F,AstraZeneca,Público,493,0,
27APR2021:00:00:00,71 a 80,F,Sinopharm,Privado,12,0,
27APR2021:00:00:00,71 a 80,F,Sinopharm,Público,5,2,
27APR2021:00:00:00,71 a 80,F,Sputnik,Público,130,1,
27APR2021:00:00:00,71 a 80,M,AstraZeneca,Privado,37,0,
27APR2021:00:00:00,71 a 80,M,AstraZeneca,Público,123,0,
27APR2021:00:00:00,71 a 80,M,Sinopharm,Privado,2,0,
27APR2021:00:00:00,71 a 80,M,Sinopharm,Público,2,1,
27APR2021:00:00:00,71 a 80,M,Sputnik,Público,66,0,
27APR2021:00:00:00,71 a 80,M,Sputnik,Público nacional,1,0,
27APR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,24,0,
27APR2021:00:00:00,81 a 90,F,AstraZeneca,Público,72,0,
27APR2021:00:00:00,81 a 90,F,Sinopharm,Privado,6,0,
27APR2021:00:00:00,81 a 90,F,Sinopharm,Público,3,0,
27APR2021:00:00:00,81 a 90,F,Sputnik,Público,35,1,
27APR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,5,0,
27APR2021:00:00:00,81 a 90,M,AstraZeneca,Público,21,0,
27APR2021:00:00:00,81 a 90,M,Sinopharm,Público,1,0,
27APR2021:00:00:00,81 a 90,M,Sputnik,Público,17,0,
27APR2021:00:00:00,91 o mas,F,AstraZeneca,Privado,10,0,
27APR2021:00:00:00,91 o mas,F,AstraZeneca,Público,21,0,
27APR2021:00:00:00,91 o mas,F,Sinopharm,Público,1,0,
27APR2021:00:00:00,91 o mas,F,Sputnik,Público,4,0,
27APR2021:00:00:00,91 o mas,M,AstraZeneca,Público,3,0,
27APR2021:00:00:00,91 o mas,M,Sputnik,Público,3,0,
04MAR2021:00:00:00,61 a 70,F,Sputnik,Público nacional,4,0,
05MAR2021:00:00:00,30 o menos,F,Sputnik,Público nacional,1,0,
05MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,2,0,
07MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,2,0,
14MAR2021:00:00:00,41 a 50,F,Sinopharm,Privado,1,0,
29MAR2021:00:00:00,61 a 70,F,Sputnik,Público nacional,0,2,
29MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,1,1,
01APR2021:00:00:00,31 a 40,F,Sinopharm,Público,1,0,
01APR2021:00:00:00,41 a 50,F,Sinopharm,Público,3,0,
01APR2021:00:00:00,51 a 60,F,Sinopharm,Público,1,0,
01APR2021:00:00:00,51 a 60,M,Sinopharm,Público,2,0,
01APR2021:00:00:00,61 a 70,F,Sinopharm,Público,1,0,
01APR2021:00:00:00,61 a 70,M,Sinopharm,Público,1,0,
01APR2021:00:00:00,81 a 90,F,Sinopharm,Público,1,0,
01APR2021:00:00:00,81 a 90,M,Sinopharm,Público,4,0,
01APR2021:00:00:00,91 o mas,F,Sinopharm,Público,1,0,
01APR2021:00:00:00,91 o mas,M,Sinopharm,Público,2,0,
05APR2021:00:00:00,71 a 80,F,Sputnik,Público nacional,1,2,
08APR2021:00:00:00,71 a 80,F,Sputnik,Público nacional,0,1,
22APR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,1,0,
27APR2021:00:00:00,30 o menos,F,AstraZeneca,Privado,5,0,
27APR2021:00:00:00,30 o menos,F,Sputnik,Público nacional,1,0,
27APR2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,0,
20APR2021:00:00:00,51 a 60,M,Sputnik,Público,2,272,
20APR2021:00:00:00,51 a 60,M,Sputnik,Público nacional,22,0,
20APR2021:00:00:00,61 a 70,F,AstraZeneca,Público,2901,0,
20APR2021:00:00:00,61 a 70,F,Sinopharm,Privado,9,0,
20APR2021:00:00:00,61 a 70,F,Sputnik,Privado,31,0,
20APR2021:00:00:00,61 a 70,F,Sputnik,Público,20,1936,
20APR2021:00:00:00,61 a 70,F,Sputnik,Público nacional,8,0,
20APR2021:00:00:00,61 a 70,M,AstraZeneca,Público,2169,0,
20APR2021:00:00:00,61 a 70,M,Sinopharm,Privado,4,0,
20APR2021:00:00:00,61 a 70,M,Sputnik,Privado,23,0,
20APR2021:00:00:00,61 a 70,M,Sputnik,Público,5,787,
20APR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,17,0,
20APR2021:00:00:00,71 a 80,F,AstraZeneca,Público,1838,0,
20APR2021:00:00:00,71 a 80,F,Sinopharm,Privado,10,0,
20APR2021:00:00:00,71 a 80,F,Sinopharm,Público,8,0,
20APR2021:00:00:00,71 a 80,F,Sputnik,Privado,95,0,
20APR2021:00:00:00,71 a 80,F,Sputnik,Público,19,461,
20APR2021:00:00:00,71 a 80,F,Sputnik,Público nacional,1,0,
20APR2021:00:00:00,71 a 80,M,AstraZeneca,Público,1265,2,
20APR2021:00:00:00,71 a 80,M,Sputnik,Privado,57,0,
20APR2021:00:00:00,71 a 80,M,Sputnik,Público,15,246,
20APR2021:00:00:00,71 a 80,M,Sputnik,Público nacional,2,0,
20APR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,4,0,
20APR2021:00:00:00,81 a 90,F,AstraZeneca,Público,594,0,
20APR2021:00:00:00,81 a 90,F,Sinopharm,Público,59,0,
20APR2021:00:00:00,81 a 90,F,Sputnik,Privado,45,0,
20APR2021:00:00:00,81 a 90,F,Sputnik,Público,81,550,
20APR2021:00:00:00,81 a 90,F,Sputnik,Público nacional,1,0,
20APR2021:00:00:00,81 a 90,M,AstraZeneca,Público,235,1,
20APR2021:00:00:00,81 a 90,M,Sputnik,Privado,17,0,
20APR2021:00:00:00,81 a 90,M,Sputnik,Público,3,310,
20APR2021:00:00:00,81 a 90,M,Sputnik,Público nacional,0,1,
20APR2021:00:00:00,91 o mas,F,AstraZeneca,Privado,2,0,
20APR2021:00:00:00,91 o mas,F,AstraZeneca,Público,153,0,
20APR2021:00:00:00,91 o mas,F,Sinopharm,Público,37,0,
20APR2021:00:00:00,91 o mas,F,Sputnik,Privado,2,0,
20APR2021:00:00:00,91 o mas,F,Sputnik,Público,14,379,
20APR2021:00:00:00,91 o mas,M,AstraZeneca,Público,42,0,
20APR2021:00:00:00,91 o mas,M,Sputnik,Privado,2,0,
20APR2021:00:00:00,91 o mas,M,Sputnik,Público,0,142,
27APR2021:00:00:00,61 a 70,F,Sinopharm,Privado,31,0,
27APR2021:00:00:00,61 a 70,F,Sinopharm,Público,9,0,
27APR2021:00:00:00,61 a 70,F,Sputnik,Público,606,4,
27APR2021:00:00:00,61 a 70,M,AstraZeneca,Privado,432,0,
11MAR2021:00:00:00,71 a 80,M,Sputnik,Público nacional,1,0,
13MAR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,0,
23MAR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,6,0,
18APR2021:00:00:00,81 a 90,F,Sputnik,Privado,1,0,
20APR2021:00:00:00,30 o menos,F,Sinopharm,Privado,1,0,
22APR2021:00:00:00,30 o menos,F,Sputnik,Público nacional,2,0,
22APR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,1,0,
22APR2021:00:00:00,51 a 60,F,Sputnik,Público nacional,1,1,
22APR2021:00:00:00,51 a 60,M,AstraZeneca,Privado,5,0,
22APR2021:00:00:00,81 a 90,M,Sinopharm,Público,11,0,
22APR2021:00:00:00,81 a 90,M,Sputnik,Privado,2,0,
22APR2021:00:00:00,91 o mas,F,Sputnik,Privado,1,0,
22APR2021:00:00:00,91 o mas,M,Sinopharm,Público,3,0,
23APR2021:00:00:00,30 o menos,F,AstraZeneca,Privado,1,0,
23APR2021:00:00:00,30 o menos,F,AstraZeneca,Público,3,0,
23APR2021:00:00:00,30 o menos,F,Sinopharm,Público,1,0,
23APR2021:00:00:00,30 o menos,F,Sinopharm,Público nacional,8,0,
23APR2021:00:00:00,30 o menos,F,Sputnik,Público,33,1,
23APR2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,0,
23APR2021:00:00:00,30 o menos,M,AstraZeneca,Público,4,0,
23APR2021:00:00:00,30 o menos,M,Sinopharm,Público nacional,3,0,
23APR2021:00:00:00,30 o menos,M,Sputnik,Público,17,0,
23APR2021:00:00:00,31 a 40,F,AstraZeneca,Público,12,0,
23APR2021:00:00:00,31 a 40,F,Sinopharm,Público,3,0,
23APR2021:00:00:00,31 a 40,F,Sinopharm,Público nacional,5,0,
23APR2021:00:00:00,31 a 40,F,Sputnik,Público,30,2,
23APR2021:00:00:00,31 a 40,F,Sputnik,Público nacional,1,0,
23APR2021:00:00:00,31 a 40,M,AstraZeneca,Público,18,0,
23APR2021:00:00:00,31 a 40,M,Sputnik,Público,26,0,
23APR2021:00:00:00,41 a 50,F,AstraZeneca,Público,32,0,
23APR2021:00:00:00,41 a 50,F,Sinopharm,Público,3,1,
23APR2021:00:00:00,41 a 50,F,Sinopharm,Público nacional,4,0,
23APR2021:00:00:00,41 a 50,F,Sputnik,Público,31,1,
23APR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,2,1,
23APR2021:00:00:00,41 a 50,M,AstraZeneca,Público,27,0,
23APR2021:00:00:00,41 a 50,M,Sinopharm,Público nacional,3,0,
23APR2021:00:00:00,41 a 50,M,Sputnik,Público,21,3,
23APR2021:00:00:00,51 a 60,F,AstraZeneca,Privado,3,0,
23APR2021:00:00:00,51 a 60,F,AstraZeneca,Público,35,0,
23APR2021:00:00:00,51 a 60,F,Sinopharm,Público,4,0,
23APR2021:00:00:00,51 a 60,F,Sinopharm,Público nacional,1,0,
23APR2021:00:00:00,51 a 60,F,Sputnik,Público,23,5,
23APR2021:00:00:00,51 a 60,F,Sputnik,Público nacional,1,0,
23APR2021:00:00:00,51 a 60,M,AstraZeneca,Privado,1,0,
23APR2021:00:00:00,51 a 60,M,AstraZeneca,Público,39,0,
23APR2021:00:00:00,51 a 60,M,Sinopharm,Público,2,0,
23APR2021:00:00:00,51 a 60,M,Sinopharm,Público nacional,1,0,
23APR2021:00:00:00,51 a 60,M,Sputnik,Público,18,2,
23APR2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,2,
23APR2021:00:00:00,61 a 70,F,AstraZeneca,Privado,1532,0,
23APR2021:00:00:00,61 a 70,F,AstraZeneca,Público,28,0,
23APR2021:00:00:00,61 a 70,F,Sinopharm,Privado,135,0,
23APR2021:00:00:00,61 a 70,F,Sinopharm,Público,5,0,
23APR2021:00:00:00,61 a 70,F,Sputnik,Público,10605,2,
23APR2021:00:00:00,61 a 70,M,AstraZeneca,Privado,980,0,
23APR2021:00:00:00,61 a 70,M,AstraZeneca,Público,18,0,
23APR2021:00:00:00,61 a 70,M,Sinopharm,Privado,68,0,
23APR2021:00:00:00,61 a 70,M,Sputnik,Público,8627,0,
23APR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,95,0,
23APR2021:00:00:00,71 a 80,F,AstraZeneca,Público,11,0,
23APR2021:00:00:00,71 a 80,F,Sinopharm,Privado,7,0,
23APR2021:00:00:00,71 a 80,F,Sinopharm,Público,22,0,
23APR2021:00:00:00,71 a 80,F,Sputnik,Público,252,0,
23APR2021:00:00:00,71 a 80,M,AstraZeneca,Privado,60,0,
23APR2021:00:00:00,71 a 80,M,AstraZeneca,Público,2,0,
23APR2021:00:00:00,71 a 80,M,Sinopharm,Público,4,0,
23APR2021:00:00:00,71 a 80,M,Sputnik,Público,148,0,
23APR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,23,0,
23APR2021:00:00:00,81 a 90,F,AstraZeneca,Público,36,0,
23APR2021:00:00:00,81 a 90,F,Sinopharm,Público,5,0,
23APR2021:00:00:00,81 a 90,F,Sputnik,Público,74,0,
23APR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,10,0,
23APR2021:00:00:00,81 a 90,M,AstraZeneca,Público,8,0,
23APR2021:00:00:00,81 a 90,M,Sinopharm,Público,1,0,
23APR2021:00:00:00,81 a 90,M,Sputnik,Público,29,0,
23APR2021:00:00:00,91 o mas,F,AstraZeneca,Público,32,0,
23APR2021:00:00:00,91 o mas,F,Sinopharm,Público,1,0,
23APR2021:00:00:00,91 o mas,F,Sputnik,Público,25,0,
23APR2021:00:00:00,91 o mas,M,AstraZeneca,Público,5,0,
23APR2021:00:00:00,91 o mas,M,Sputnik,Público,2,0,
10JAN2021:00:00:00,71 a 80,F,Sputnik,Público,1,0,
09MAR2021:00:00:00,61 a 70,M,Sputnik,Público nacional,2,0,
22MAR2021:00:00:00,51 a 60,M,Sputnik,Público nacional,3,0,
24MAR2021:00:00:00,71 a 80,F,Sputnik,Privado,1,0,
24MAR2021:00:00:00,81 a 90,F,Sputnik,Privado,2,0,
24MAR2021:00:00:00,91 o mas,M,Sputnik,Privado,1,0,
26MAR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,0,
27MAR2021:00:00:00,91 o mas,F,Sputnik,Privado,1,0,
01APR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,1,0,
10APR2021:00:00:00,31 a 40,M,Sputnik,Público nacional,1,0,
06JAN2021:00:00:00,71 a 80,F,Sputnik,Público nacional,1,0,
24APR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,3,0,
25APR2021:00:00:00,30 o menos,M,AstraZeneca,Público,1,0,
25APR2021:00:00:00,31 a 40,F,AstraZeneca,Público,3,0,
25APR2021:00:00:00,31 a 40,M,AstraZeneca,Público,4,0,
25APR2021:00:00:00,41 a 50,F,AstraZeneca,Público,12,0,
25APR2021:00:00:00,41 a 50,M,AstraZeneca,Público,4,0,
25APR2021:00:00:00,51 a 60,F,AstraZeneca,Público,5,0,
25APR2021:00:00:00,51 a 60,M,AstraZeneca,Público,8,0,
25APR2021:00:00:00,61 a 70,F,AstraZeneca,Privado,57,0,
25APR2021:00:00:00,61 a 70,F,AstraZeneca,Público,8,0,
25APR2021:00:00:00,61 a 70,M,AstraZeneca,Público,7,0,
25APR2021:00:00:00,71 a 80,F,AstraZeneca,Público,5,0,
25APR2021:00:00:00,81 a 90,F,AstraZeneca,Público,7,0,
25APR2021:00:00:00,91 o mas,F,AstraZeneca,Público,5,0,
22APR2021:00:00:00,30 o menos,M,AstraZeneca,Privado,10,0,
27APR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,1,0,
28APR2021:00:00:00,30 o menos,F,AstraZeneca,Público,5,0,
28APR2021:00:00:00,30 o menos,F,Sinopharm,Público,8,1725,
28APR2021:00:00:00,30 o menos,F,Sputnik,Público,4,0,
28APR2021:00:00:00,30 o menos,F,Sputnik,Público nacional,2,0,
28APR2021:00:00:00,30 o menos,M,AstraZeneca,Público,2,0,
28APR2021:00:00:00,30 o menos,M,Sinopharm,Público,2,652,
28APR2021:00:00:00,30 o menos,M,Sputnik,Público,4,0,
28APR2021:00:00:00,31 a 40,F,AstraZeneca,Privado,1,1,
28APR2021:00:00:00,31 a 40,F,AstraZeneca,Público,11,0,
28APR2021:00:00:00,31 a 40,F,Sinopharm,Público,3,4160,
28APR2021:00:00:00,31 a 40,F,Sputnik,Público,2,0,
28APR2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,1,
28APR2021:00:00:00,31 a 40,M,AstraZeneca,Público,14,0,
28APR2021:00:00:00,31 a 40,M,Sinopharm,Público,1,1466,
28APR2021:00:00:00,31 a 40,M,Sputnik,Público,2,0,
28APR2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,1,
28APR2021:00:00:00,41 a 50,F,AstraZeneca,Público,11,0,
28APR2021:00:00:00,41 a 50,F,Sinopharm,Público,4,3740,
28APR2021:00:00:00,41 a 50,F,Sputnik,Público,1,0,
28APR2021:00:00:00,41 a 50,F,Sputnik,Público nacional,2,0,
28APR2021:00:00:00,41 a 50,M,AstraZeneca,Privado,1,0,
28APR2021:00:00:00,41 a 50,M,AstraZeneca,Público,10,0,
28APR2021:00:00:00,41 a 50,M,Sinopharm,Público,3,1242,
28APR2021:00:00:00,41 a 50,M,Sputnik,Público,2,0,
28APR2021:00:00:00,41 a 50,M,Sputnik,Público nacional,2,0,
28APR2021:00:00:00,51 a 60,F,AstraZeneca,Privado,1,1,
28APR2021:00:00:00,51 a 60,F,AstraZeneca,Público,17,0,
28APR2021:00:00:00,51 a 60,F,Sinopharm,Público,5,2878,
28APR2021:00:00:00,51 a 60,F,Sputnik,Público,2,0,
28APR2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,1,
28APR2021:00:00:00,51 a 60,M,AstraZeneca,Público,12,0,
28APR2021:00:00:00,51 a 60,M,Sinopharm,Público,0,984,
28APR2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,0,
28APR2021:00:00:00,61 a 70,F,AstraZeneca,Privado,333,0,
28APR2021:00:00:00,61 a 70,F,AstraZeneca,Público,1450,0,
05MAR2021:00:00:00,31 a 40,F,Sputnik,Público nacional,2,0,
06APR2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,1,
10APR2021:00:00:00,81 a 90,M,Sputnik,Privado,1,0,
15APR2021:00:00:00,30 o menos,M,Sinopharm,Privado,1,0,
15APR2021:00:00:00,31 a 40,M,Sputnik,Privado,2,0,
15APR2021:00:00:00,41 a 50,M,Sinopharm,Privado,1,0,
15APR2021:00:00:00,51 a 60,M,Sinopharm,Privado,2,0,
16APR2021:00:00:00,30 o menos,M,Sinopharm,Privado,1,0,
16APR2021:00:00:00,41 a 50,F,Sinopharm,Privado,1,0,
16APR2021:00:00:00,51 a 60,M,Sinopharm,Privado,3,0,
20APR2021:00:00:00,41 a 50,F,Sputnik,Privado,6,0,
20APR2021:00:00:00,61 a 70,M,Sinopharm,Público,1,0,
21APR2021:00:00:00,81 a 90,F,Sinopharm,Público,37,0,
21APR2021:00:00:00,81 a 90,M,Sinopharm,Público,10,0,
21APR2021:00:00:00,91 o mas,M,AstraZeneca,Privado,1,0,
21APR2021:00:00:00,91 o mas,M,Sinopharm,Público,8,0,
22APR2021:00:00:00,30 o menos,F,AstraZeneca,Privado,1,0,
22APR2021:00:00:00,30 o menos,F,Sinopharm,Público,6,0,
22APR2021:00:00:00,30 o menos,F,Sinopharm,Público nacional,8,0,
22APR2021:00:00:00,30 o menos,F,Sputnik,Público,25,0,
22APR2021:00:00:00,30 o menos,M,Sinopharm,Público,9,0,
22APR2021:00:00:00,30 o menos,M,Sinopharm,Público nacional,13,0,
22APR2021:00:00:00,30 o menos,M,Sputnik,Público,12,0,
22APR2021:00:00:00,31 a 40,F,AstraZeneca,Privado,5,0,
22APR2021:00:00:00,31 a 40,F,AstraZeneca,Público,1,1,
22APR2021:00:00:00,31 a 40,F,Sinopharm,Público,5,0,
22APR2021:00:00:00,31 a 40,F,Sinopharm,Público nacional,6,0,
22APR2021:00:00:00,31 a 40,F,Sputnik,Público,28,0,
22APR2021:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,
22APR2021:00:00:00,31 a 40,M,Sinopharm,Público,11,0,
22APR2021:00:00:00,31 a 40,M,Sinopharm,Público nacional,10,0,
22APR2021:00:00:00,31 a 40,M,Sputnik,Público,11,0,
22APR2021:00:00:00,31 a 40,M,Sputnik,Público nacional,2,0,
22APR2021:00:00:00,41 a 50,F,AstraZeneca,Privado,1,0,
22APR2021:00:00:00,41 a 50,F,AstraZeneca,Público,5,0,
22APR2021:00:00:00,41 a 50,F,Sinopharm,Público,24,0,
22APR2021:00:00:00,41 a 50,F,Sinopharm,Público nacional,3,0,
22APR2021:00:00:00,41 a 50,F,Sputnik,Público,16,0,
22APR2021:00:00:00,41 a 50,M,AstraZeneca,Privado,4,0,
22APR2021:00:00:00,41 a 50,M,Sinopharm,Público,13,0,
22APR2021:00:00:00,41 a 50,M,Sinopharm,Público nacional,5,0,
22APR2021:00:00:00,41 a 50,M,Sputnik,Público,9,0,
22APR2021:00:00:00,51 a 60,F,AstraZeneca,Privado,3,0,
22APR2021:00:00:00,51 a 60,F,AstraZeneca,Público,5,0,
22APR2021:00:00:00,51 a 60,F,Sinopharm,Público,22,1,
22APR2021:00:00:00,51 a 60,F,Sinopharm,Público nacional,2,0,
22APR2021:00:00:00,51 a 60,F,Sputnik,Público,28,0,
22APR2021:00:00:00,51 a 60,M,Sinopharm,Público,22,0,
22APR2021:00:00:00,51 a 60,M,Sinopharm,Público nacional,1,0,
22APR2021:00:00:00,51 a 60,M,Sputnik,Público,10,0,
22APR2021:00:00:00,61 a 70,F,AstraZeneca,Privado,1285,0,
22APR2021:00:00:00,61 a 70,F,AstraZeneca,Público,76,0,
22APR2021:00:00:00,61 a 70,F,Sinopharm,Privado,244,0,
22APR2021:00:00:00,61 a 70,F,Sinopharm,Público,14,0,
22APR2021:00:00:00,61 a 70,F,Sputnik,Privado,397,0,
22APR2021:00:00:00,61 a 70,F,Sputnik,Público,10905,0,
22APR2021:00:00:00,61 a 70,M,AstraZeneca,Privado,952,0,
22APR2021:00:00:00,61 a 70,M,AstraZeneca,Público,56,0,
22APR2021:00:00:00,61 a 70,M,Sinopharm,Privado,132,0,
22APR2021:00:00:00,61 a 70,M,Sinopharm,Público,15,0,
22APR2021:00:00:00,61 a 70,M,Sputnik,Privado,238,0,
22APR2021:00:00:00,61 a 70,M,Sputnik,Público,8037,0,
22APR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,49,0,
22APR2021:00:00:00,71 a 80,F,AstraZeneca,Público,41,0,
22APR2021:00:00:00,71 a 80,F,Sinopharm,Privado,20,0,
22APR2021:00:00:00,71 a 80,F,Sinopharm,Público,51,0,
22APR2021:00:00:00,71 a 80,F,Sputnik,Privado,34,0,
22APR2021:00:00:00,71 a 80,F,Sputnik,Público,384,0,
22APR2021:00:00:00,71 a 80,M,AstraZeneca,Privado,29,0,
22APR2021:00:00:00,71 a 80,M,AstraZeneca,Público,11,0,
22APR2021:00:00:00,71 a 80,M,Sinopharm,Privado,9,0,
22APR2021:00:00:00,71 a 80,M,Sinopharm,Público,24,0,
22APR2021:00:00:00,71 a 80,M,Sputnik,Privado,23,0,
22APR2021:00:00:00,71 a 80,M,Sputnik,Público,271,0,
22APR2021:00:00:00,81 a 90,F,AstraZeneca,Privado,10,0,
22APR2021:00:00:00,81 a 90,F,AstraZeneca,Público,2,0,
22APR2021:00:00:00,81 a 90,F,Sinopharm,Privado,3,0,
22APR2021:00:00:00,81 a 90,F,Sinopharm,Público,33,0,
22APR2021:00:00:00,81 a 90,F,Sputnik,Privado,7,0,
22APR2021:00:00:00,81 a 90,F,Sputnik,Público,66,0,
22APR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,7,0,
22APR2021:00:00:00,81 a 90,M,Sinopharm,Privado,1,0,
22APR2021:00:00:00,81 a 90,M,Sputnik,Público,45,0,
22APR2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,0,
22APR2021:00:00:00,91 o mas,F,Sinopharm,Público,19,0,
22APR2021:00:00:00,91 o mas,F,Sputnik,Público,10,0,
22APR2021:00:00:00,91 o mas,M,Sputnik,Público,6,0,
20APR2021:00:00:00,91 o mas,M,Sinopharm,Privado,1,0,
22APR2021:00:00:00,91 o mas,F,Sinopharm,Privado,1,0,
23APR2021:00:00:00,71 a 80,M,Sinopharm,Privado,3,0,
23APR2021:00:00:00,81 a 90,F,Sinopharm,Privado,4,0,
23APR2021:00:00:00,91 o mas,F,AstraZeneca,Privado,5,0,
23APR2021:00:00:00,91 o mas,F,Sinopharm,Privado,1,0,
03MAR2021:00:00:00,41 a 50,F,Sinopharm,Privado,1,0,
07MAR2021:00:00:00,31 a 40,F,Sinopharm,Privado,1,0,
16APR2021:00:00:00,41 a 50,F,Sinopharm,Público,0,1,
18APR2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,0,
19APR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,6,0,
20APR2021:00:00:00,51 a 60,F,Sinopharm,Privado,1,0,
20APR2021:00:00:00,61 a 70,F,AstraZeneca,Privado,4,0,
20APR2021:00:00:00,61 a 70,M,AstraZeneca,Privado,6,0,
20APR2021:00:00:00,71 a 80,F,AstraZeneca,Privado,1,0,
20APR2021:00:00:00,71 a 80,M,Sinopharm,Privado,9,0,
20APR2021:00:00:00,71 a 80,M,Sinopharm,Público,2,0,
20APR2021:00:00:00,81 a 90,F,Sinopharm,Privado,4,0,
20APR2021:00:00:00,81 a 90,M,AstraZeneca,Privado,1,0,
20APR2021:00:00:00,81 a 90,M,Sinopharm,Público,12,0,
20APR2021:00:00:00,91 o mas,F,Sinopharm,Privado,3,0,
20APR2021:00:00:00,91 o mas,M,AstraZeneca,Privado,2,0,
20APR2021:00:00:00,91 o mas,M,Sinopharm,Público,7,0,
21APR2021:00:00:00,30 o menos,F,AstraZeneca,Público,11,16,
21APR2021:00:00:00,30 o menos,F,Sinopharm,Público nacional,10,0,
21APR2021:00:00:00,30 o menos,F,Sputnik,Público,3,1,
21APR2021:00:00:00,30 o menos,F,Sputnik,Público nacional,3,0,
21APR2021:00:00:00,30 o menos,M,AstraZeneca,Público,10,0,
21APR2021:00:00:00,30 o menos,M,Sinopharm,Público nacional,66,0,
21APR2021:00:00:00,30 o menos,M,Sputnik,Público,3,0,
21APR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,5,0,
21APR2021:00:00:00,31 a 40,F,AstraZeneca,Privado,1,0,
21APR2021:00:00:00,31 a 40,F,AstraZeneca,Público,24,6,
21APR2021:00:00:00,31 a 40,F,Sinopharm,Público nacional,2,0,
21APR2021:00:00:00,31 a 40,F,Sputnik,Privado,1,0,
21APR2021:00:00:00,31 a 40,F,Sputnik,Público,4,0,
21APR2021:00:00:00,31 a 40,F,Sputnik,Público nacional,5,0,
21APR2021:00:00:00,31 a 40,M,AstraZeneca,Público,20,3,
21APR2021:00:00:00,31 a 40,M,Sinopharm,Privado,1,0,
